Pages,Clicks,Impressions,CTR,Position
https://www.artsy.net/artist/andre-masson,387,14260,2.71%,4.9
https://www.artsy.net/artist/maurice-utrillo,387,22678,1.71%,7.4
https://www.artsy.net/artist/peter-max,387,54386,0.71%,9.5
https://www.artsy.net/artist/peter-beard,386,21518,1.79%,7.9
https://www.artsy.net/artist/tim-eitel,386,6948,5.56%,4.9
https://www.artsy.net/artist/vanessa-german,386,4014,9.62%,6.4
https://www.artsy.net/artist/alyssa-monks,385,17661,2.18%,7.1
https://www.artsy.net/artist/beth-cavener,384,13284,2.89%,6.2
https://www.artsy.net/artist/peter-anton,384,5243,7.32%,5.0
https://www.artsy.net/artist/anthony-lister,384,11308,3.4%,7.1
https://www.artsy.net/artist/martin-puryear,383,15537,2.47%,5.9
https://www.artsy.net/artist/tom-friedman,383,6822,5.61%,5.3
https://www.artsy.net/artist/steven-klein,383,17204,2.23%,8.6
https://www.artsy.net/artist/osgemeos,383,12799,2.99%,6.6
https://www.artsy.net/artist/hung-liu,382,10235,3.73%,9.6
https://www.artsy.net/artist/the-haas-brothers,382,9690,3.94%,6.4
https://www.artsy.net/artist/wade-guyton,381,12522,3.04%,5.5
https://www.artsy.net/artist/joaquin-torres-garcia,380,17413,2.18%,7.1
https://www.artsy.net/artist/guan-xiao,379,7613,4.98%,5.1
https://www.artsy.net/artist/edward-burtynsky,379,22668,1.67%,8.4
https://www.artsy.net/artist/harold-ancart,379,5287,7.17%,3.7
https://www.artsy.net/artist/kazuo-shiraga,377,11393,3.31%,5.0
https://www.artsy.net/artist/martin-ramirez,377,12995,2.9%,6.0
https://www.artsy.net/artist/rodel-tapaya,375,4778,7.85%,5.1
https://www.artsy.net/artist/henry-taylor,375,17922,2.09%,6.2
https://www.artsy.net/artist/frank-lloyd-wright,373,8285,4.5%,15
https://www.artsy.net/artist/ashley-carter,373,3014,12.38%,5.5
https://www.artsy.net/artist/odd-nerdrum,373,26888,1.39%,7.3
https://www.artsy.net/artist/ramiro-gomez,372,5199,7.16%,6.2
https://www.artsy.net/artist/bill-brandt,372,28281,1.32%,7.5
https://www.artsy.net/artist/jacob-hashimoto,372,10128,3.67%,6.1
https://www.artsy.net/artist/paul-wright,372,9250,4.02%,7.9
https://www.artsy.net/artist/alma-thomas,371,9751,3.8%,4.9
https://www.artsy.net/artist/zhang-xiaogang,371,11928,3.11%,4.6
https://www.artsy.net/artist/monika-grzymala,370,3536,10.46%,4.8
https://www.artsy.net/artist/qiu-zhijie,369,6099,6.05%,6.7
https://www.artsy.net/artist/cory-arcangel,369,14418,2.56%,7.9
https://www.artsy.net/artist/zhuang-hong-yi,369,4537,8.13%,6.5
https://www.artsy.net/artist/robert-mangold,369,9092,4.06%,5.0
https://www.artsy.net/artist/catherine-opie,368,19698,1.87%,7.5
https://www.artsy.net/artist/dennis-oppenheim,366,10880,3.36%,5.3
https://www.artsy.net/artist/georges-rouault,365,18320,1.99%,5.3
https://www.artsy.net/artist/zaha-hadid,364,6406,5.68%,22
https://www.artsy.net/artist/slim-aarons,364,37377,0.97%,9.2
https://www.artsy.net/artist/zao-wou-ki-zhao-wu-ji,364,13976,2.6%,8.5
https://www.artsy.net/artist/jason-martin,363,15584,2.33%,4.5
https://www.artsy.net/artist/korakrit-arunanondchai,363,6600,5.5%,4.8
https://www.artsy.net/artist/laure-prouvost,363,8385,4.33%,5.4
https://www.artsy.net/artist/liu-bolin,362,19296,1.88%,8.0
https://www.artsy.net/artist/audrey-kawasaki,361,28775,1.25%,9.4
https://www.artsy.net/artist/michael-manning,361,6958,5.19%,4.7
https://www.artsy.net/artist/gary-hume,361,15927,2.27%,6.9
https://www.artsy.net/artist/gunther-forg,360,46909,0.77%,4.5
https://www.artsy.net/artist/lawrence-weiner,360,19233,1.87%,6.4
https://www.artsy.net/artist/gian-lorenzo-bernini,359,17247,2.08%,8.2
https://www.artsy.net/artist/pamela-phatsimo-sunstrum,358,2509,14.27%,7.3
https://www.artsy.net/artist/james-austin-murray,358,4347,8.24%,5.0
https://www.artsy.net/artist/jaehyo-lee,358,6218,5.76%,7.1
https://www.artsy.net/artist/herb-ritts,357,46854,0.76%,8.3
https://www.artsy.net/artist/dan-quintana,357,2377,15.02%,3.1
https://www.artsy.net/artist/maqbool-fida-husain,356,21038,1.69%,7.8
https://www.artsy.net/artist/robert-irwin,356,12647,2.81%,7.6
https://www.artsy.net/artist/mark-flood,356,6955,5.12%,6.7
https://www.artsy.net/artist/roni-horn,356,15662,2.27%,6.5
https://www.artsy.net/artist/rose-wylie,356,7613,4.68%,6.2
https://www.artsy.net/artist/ron-nagle,355,10137,3.5%,4.6
https://www.artsy.net/artist/brenda-fajardo,354,1959,18.07%,2.8
https://www.artsy.net/artist/chloe-wise,353,12122,2.91%,9.5
https://www.artsy.net/artist/jean-auguste-dominique-ingres,352,58580,0.6%,7.6
https://www.artsy.net/artist/larry-clark,352,45322,0.78%,6.2
https://www.artsy.net/artist/david-bates,351,6526,5.38%,6.1
https://www.artsy.net/artist/honore-daumier,351,33068,1.06%,6.9
https://www.artsy.net/artist/lisa-brice,350,3530,9.92%,4.7
https://www.artsy.net/artist/antony-micallef,350,9452,3.7%,6.6
https://www.artsy.net/artist/harmony-korine,350,3744,9.35%,5.6
https://www.artsy.net/artist/faile,349,15628,2.23%,7.4
https://www.artsy.net/artist/kris-kuksi,349,15317,2.28%,5.9
https://www.artsy.net/artist/nathalie-du-pasquier,348,13506,2.58%,6.4
https://www.artsy.net/artist/sarah-bahbah,348,14089,2.47%,5.2
https://www.artsy.net/artist/sherrie-levine,348,15132,2.3%,5.7
https://www.artsy.net/artist/jun-kaneko,348,19214,1.81%,6.8
https://www.artsy.net/artist/abelardo-morell,347,19974,1.74%,6.5
https://www.artsy.net/artist/rachel-kneebone,347,7789,4.46%,5.6
https://www.artsy.net/artist/dan-graham,345,16867,2.05%,5.5
https://www.artsy.net/artist/fos,345,18315,1.88%,9.8
https://www.artsy.net/artist/ray-caesar,345,11113,3.1%,6.3
https://www.artsy.net/artist/billy-childish,345,9401,3.67%,5.9
https://www.artsy.net/artist/grace-hartigan,345,7953,4.34%,5.5
https://www.artsy.net/artist/olga-de-amaral,344,4645,7.41%,7.4
https://www.artsy.net/artist/takahiro-iwasaki,344,4318,7.97%,4.6
https://www.artsy.net/artist/laszlo-moholy-nagy,344,29876,1.15%,8.8
https://www.artsy.net/artist/andre-breton,341,8597,3.97%,6.2
https://www.artsy.net/artist/oscar-tuazon,341,6698,5.09%,4.1
https://www.artsy.net/artist/edmund-de-waal,341,13012,2.62%,8.2
https://www.artsy.net/artist/duane-hanson,340,16050,2.12%,6.2
https://www.artsy.net/artist/daniel-buren,340,17929,1.9%,5.7
https://www.artsy.net/artist/david-nash,340,12003,2.83%,6.5
https://www.artsy.net/artist/jacques-louis-david,339,70794,0.48%,8.3
https://www.artsy.net/artist/robert-doisneau,339,42560,0.8%,6.9
https://www.artsy.net/artist/lyonel-feininger,338,16992,1.99%,6.4
https://www.artsy.net/artist/bo-bartlett,338,10210,3.31%,7.0
https://www.artsy.net/artist/lucien-smith,338,8187,4.13%,5.5
https://www.artsy.net/artist/guy-yanai,338,3141,10.76%,8.0
https://www.artsy.net/artist/dora-maar,338,14299,2.36%,5.4
https://www.artsy.net/artist/hernan-bas,337,9319,3.62%,4.7
https://www.artsy.net/artist/fred-tomaselli,336,9792,3.43%,6.0
https://www.artsy.net/artist/red-grooms,335,10112,3.31%,5.4
https://www.artsy.net/artist/frida-kahlo,335,158863,0.21%,12
https://www.artsy.net/artist/lucas-cranach-the-elder,335,35114,0.95%,7.1
https://www.artsy.net/artist/david-ostrowski,334,7933,4.21%,5.4
https://www.artsy.net/artist/mamma-andersson,334,8785,3.8%,5.9
https://www.artsy.net/artist/torey-thornton,334,3872,8.63%,3.7
https://www.artsy.net/artist/adolph-gottlieb,334,13943,2.4%,4.5
https://www.artsy.net/artist/simryn-gill,333,3837,8.68%,4.9
https://www.artsy.net/artist/thomas-moran,333,24793,1.34%,5.7
https://www.artsy.net/artist/john-constable,332,55902,0.59%,7.6
https://www.artsy.net/artist/rockwell-kent,332,11213,2.96%,4.6
https://www.artsy.net/artist/bharti-kher,332,8417,3.94%,5.9
https://www.artsy.net/artist/carol-rama,331,9811,3.37%,6.7
https://www.artsy.net/artist/andrea-bowers,331,4523,7.32%,4.7
https://www.artsy.net/artist/pepon-osorio,331,6634,4.99%,4.7
https://www.artsy.net/artist/daniel-heidkamp,330,3289,10.03%,6.1
https://www.artsy.net/artist/massimo-vitali,330,10514,3.14%,7.8
https://www.artsy.net/artist/anna-halldin-maule,330,1809,18.24%,3.5
https://www.artsy.net/artist/li-hongbo,330,9941,3.32%,9.8
https://www.artsy.net/artist/alison-mosshart,330,1647,20.04%,9.4
https://www.artsy.net/artist/omar-hassan,328,6059,5.41%,6.4
https://www.artsy.net/artist/luigi-ghirri,328,8331,3.94%,5.6
https://www.artsy.net/artist/ron-mueck,328,18882,1.74%,9.7
https://www.artsy.net/artist/sage-vaughn,327,4077,8.02%,7.0
https://www.artsy.net/artist/teresita-fernandez,327,8696,3.76%,5.5
https://www.artsy.net/artist/jean-paul-riopelle,326,13470,2.42%,6.6
https://www.artsy.net/artist/louis-fratino,326,3682,8.85%,3.3
https://www.artsy.net/artist/robin-rhode,326,5721,5.7%,5.4
https://www.artsy.net/artist/matthew-stone,326,9441,3.45%,6.2
https://www.artsy.net/artist/thornton-dial,326,6354,5.13%,5.9
https://www.artsy.net/artist/javier-calleja,326,4669,6.98%,3.8
https://www.artsy.net/artist/ruth-bernhard,326,6345,5.14%,5.4
https://www.artsy.net/artist/john-mcallister,325,4744,6.85%,3.6
https://www.artsy.net/artist/kate-macdowell,325,6051,5.37%,4.7
https://www.artsy.net/artist/ernesto-neto,325,13341,2.44%,6.3
https://www.artsy.net/artist/hannah-wilke,324,17929,1.81%,6.0
https://www.artsy.net/artist/sanya-kantarovsky,324,4395,7.37%,3.2
https://www.artsy.net/artist/antwan-horfee,324,2495,12.99%,3.7
https://www.artsy.net/artist/pae-white,324,5242,6.18%,4.9
https://www.artsy.net/artist/madsaki,323,1991,16.22%,6.0
https://www.artsy.net/artist/yinka-shonibare-mbe,323,25931,1.25%,9.2
https://www.artsy.net/artist/reisha-perlmutter,323,7366,4.39%,5.2
https://www.artsy.net/artist/harding-meyer,323,6480,4.98%,5.7
https://www.artsy.net/artist/philip-lorca-dicorcia,323,22702,1.42%,7.3
https://www.artsy.net/artist/jean-tinguely,323,18937,1.71%,7.1
https://www.artsy.net/artist/richard-butler,323,14121,2.29%,8.5
https://www.artsy.net/artist/pierre-alechinsky,321,10601,3.03%,5.4
https://www.artsy.net/artist/jennifer-packer,320,4792,6.68%,4.9
https://www.artsy.net/artist/barbara-hepworth,320,29268,1.09%,9.2
https://www.artsy.net/artist/peter-saul,320,11062,2.89%,5.2
https://www.artsy.net/artist/christopher-brown,319,4477,7.13%,7.8
https://www.artsy.net/artist/hans-hartung,317,11076,2.86%,5.8
https://www.artsy.net/artist/hank-willis-thomas,317,15451,2.05%,7.6
https://www.artsy.net/artist/bruno-catalano-1,317,5789,5.48%,7.8
https://www.artsy.net/artist/andre-brasilier,316,3371,9.37%,3.1
https://www.artsy.net/artist/allison-schulnik,315,6576,4.79%,4.1
https://www.artsy.net/artist/boyle-family,315,12134,2.6%,7.5
https://www.artsy.net/artist/francois-morellet,315,8204,3.84%,5.4
https://www.artsy.net/artist/paul-gauguin,314,86539,0.36%,9.6
https://www.artsy.net/artist/enrique-chagoya,314,3352,9.37%,4.3
https://www.artsy.net/artist/clare-e-rojas,314,4058,7.74%,3.3
https://www.artsy.net/artist/frank-walter,312,4221,7.39%,5.3
https://www.artsy.net/artist/landon-metz,312,4043,7.72%,4.1
https://www.artsy.net/artist/nicholas-alm,311,6105,5.09%,5.9
https://www.artsy.net/artist/sam-francis,311,24230,1.28%,8.0
https://www.artsy.net/artist/robert-ryman,311,17010,1.83%,5.8
https://www.artsy.net/artist/david-choe,311,5328,5.84%,11
https://www.artsy.net/artist/ryan-mcginness,311,7697,4.04%,4.6
https://www.artsy.net/artist/ruth-asawa,310,18544,1.67%,8.3
https://www.artsy.net/artist/yago-hortal,310,4170,7.43%,4.7
https://www.artsy.net/artist/mary-corse,309,4599,6.72%,4.1
https://www.artsy.net/artist/julie-cockburn,309,6238,4.95%,4.9
https://www.artsy.net/artist/daniel-sprick,309,5493,5.63%,4.3
https://www.artsy.net/artist/dexter-sy,308,1484,20.75%,3.0
https://www.artsy.net/artist/tal-r,307,17588,1.75%,6.5
https://www.artsy.net/artist/antonio-berni,307,13695,2.24%,6.1
https://www.artsy.net/artist/felipe-pantone,307,8836,3.47%,7.2
https://www.artsy.net/artist/adel-abdessemed,306,5613,5.45%,4.5
https://www.artsy.net/artist/larry-bell,306,17212,1.78%,5.2
https://www.artsy.net/artist/doze-green,306,5056,6.05%,5.0
https://www.artsy.net/artist/alicja-kwade,305,10392,2.93%,5.4
https://www.artsy.net/artist/teresa-margolles,305,4609,6.62%,4.2
https://www.artsy.net/artist/herbert-bayer,304,11044,2.75%,7.8
https://www.artsy.net/artist/atul-dodiya,304,5929,5.13%,6.0
https://www.artsy.net/artist/kohei-nawa,304,7352,4.13%,5.5
https://www.artsy.net/artist/petrit-halilaj,304,3788,8.03%,5.0
https://www.artsy.net/artist/horst-p-horst,304,15423,1.97%,6.7
https://www.artsy.net/artist/edouard-manet,304,118641,0.26%,8.9
https://www.artsy.net/artist/jack-whitten,303,8274,3.66%,7.2
https://www.artsy.net/artist/mimmo-paladino,303,10111,3%,6.2
https://www.artsy.net/artist/sarah-crowner,303,2956,10.25%,4.4
https://www.artsy.net/artist/joseph-kosuth,303,20640,1.47%,6.4
https://www.artsy.net/artist/lucas-samaras,302,10433,2.89%,5.6
https://www.artsy.net/artist/chiharu-shiota,301,12541,2.4%,8.4
https://www.artsy.net/artist/bruno-munari,301,14950,2.01%,7.0
https://www.artsy.net/artist/claire-tabouret,301,3210,9.38%,5.3
https://www.artsy.net/artist/norberto-roldan,301,1865,16.14%,4.5
https://www.artsy.net/artist/julian-opie,300,18813,1.59%,7.7
https://www.artsy.net/artist/jean-michel-basquiat/auction-results,300,48111,0.62%,4.0
https://www.artsy.net/artist/vito-acconci,300,11415,2.63%,7.7
https://www.artsy.net/artist/wadsworth-jarrell,300,3801,7.89%,3.0
https://www.artsy.net/artist/xooang-choi,299,5002,5.98%,5.6
https://www.artsy.net/artist/xu-zhen-xu-zhen,299,5193,5.76%,5.1
https://www.artsy.net/artist/tomma-abts,299,8891,3.36%,6.0
https://www.artsy.net/artist/matthew-chambers,298,5807,5.13%,5.4
https://www.artsy.net/artist/stephen-mackey,298,5232,5.7%,4.4
https://www.artsy.net/artist/gao-xingjian-gao-xing-jian,298,15881,1.88%,7.3
https://www.artsy.net/artist/amedeo-modigliani,298,107968,0.28%,9.0
https://www.artsy.net/artist/rachel-rossin,298,3727,8%,3.8
https://www.artsy.net/artist/zarina-hashmi-1,298,4038,7.38%,4.4
https://www.artsy.net/artist/henry-hudson,297,3472,8.55%,18
https://www.artsy.net/artist/peter-tunney,297,6153,4.83%,6.6
https://www.artsy.net/artist/leon-golub,296,9238,3.2%,4.9
https://www.artsy.net/artist/sam-falls,296,3534,8.38%,4.7
https://www.artsy.net/artist/anselm-reyle,295,4862,6.07%,3.5
https://www.artsy.net/artist/massimo-listri,295,3532,8.35%,4.8
https://www.artsy.net/artist/kim-dorland,294,4208,6.99%,5.2
https://www.artsy.net/artist/tjalf-sparnaay-1,294,8834,3.33%,5.0
https://www.artsy.net/artist/ralph-eugene-meatyard,294,11505,2.56%,4.4
https://www.artsy.net/artist/lygia-clark,293,12426,2.36%,5.9
https://www.artsy.net/artist/adonna-khare,293,6800,4.31%,5.7
https://www.artsy.net/artist/romina-ressia,293,7723,3.79%,5.9
https://www.artsy.net/artist/jeremy-maxwell-wintrebert,292,4347,6.72%,8.5
https://www.artsy.net/artist/the-connor-brothers,292,5445,5.36%,7.2
https://www.artsy.net/artist/chris-jordan,292,4288,6.81%,10
https://www.artsy.net/artist/america-martin,292,4844,6.03%,6.3
https://www.artsy.net/artist/yu-hong-yu-hong,292,3991,7.32%,6.1
https://www.artsy.net/artist/ben-nicholson,291,17465,1.67%,7.0
https://www.artsy.net/artist/imi-knoebel,291,7513,3.87%,7.5
https://www.artsy.net/artist/miaz-brothers,291,3245,8.97%,3.7
https://www.artsy.net/artist/tony-fitzpatrick,291,4741,6.14%,5.3
https://www.artsy.net/artist/richard-anuszkiewicz,290,9517,3.05%,4.4
https://www.artsy.net/artist/joan-cornella,290,6701,4.33%,11
https://www.artsy.net/artist/giovanni-battista-piranesi,290,27579,1.05%,7.7
https://www.artsy.net/artist/judy-pfaff,289,7088,4.08%,6.0
https://www.artsy.net/artist/lawrence-carroll,289,4650,6.22%,4.6
https://www.artsy.net/artist/derrick-adams,289,4976,5.81%,5.5
https://www.artsy.net/artist/kaws/auction-results,289,5885,4.91%,5.3
https://www.artsy.net/artist/cesar-santos,288,14444,1.99%,7.8
https://www.artsy.net/artist/monica-kim-garza,288,3027,9.51%,4.7
https://www.artsy.net/artist/carolee-schneemann,288,21522,1.34%,7.8
https://www.artsy.net/artist/jeff-soto,288,10233,2.81%,3.5
https://www.artsy.net/artist/hope-gangloff,287,10967,2.62%,7.0
https://www.artsy.net/artist/robert-morris,287,22531,1.27%,7.7
https://www.artsy.net/artist/dana-schutz,287,13346,2.15%,13
https://www.artsy.net/artist/carlo-carra,287,11343,2.53%,5.8
https://www.artsy.net/artist/ahmad-zakii-anwar,287,3128,9.18%,4.4
https://www.artsy.net/artist/phil-hale,286,8253,3.47%,4.7
https://www.artsy.net/artist/danny-minnick,286,2311,12.38%,4.9
https://www.artsy.net/artist/amano-yoshitaka,286,29615,0.97%,8.6
https://www.artsy.net/artist/matthew-brandt,286,4966,5.76%,6.0
https://www.artsy.net/artist/barkley-l-hendricks,285,4826,5.91%,6.8
https://www.artsy.net/artist/abigail-reynolds,285,7138,3.99%,7.6
https://www.artsy.net/artist/rex-ray,285,12415,2.3%,6.0
https://www.artsy.net/artist/jaume-plensa,285,18295,1.56%,7.0
https://www.artsy.net/artist/maurizio-anzeri,285,12626,2.26%,6.9
https://www.artsy.net/artist/cecil-touchon,284,4768,5.96%,5.1
https://www.artsy.net/artist/mcarthur-binion,284,3524,8.06%,5.2
https://www.artsy.net/artist/donald-sultan,283,6692,4.23%,6.2
https://www.artsy.net/artist/subodh-gupta,283,12669,2.23%,6.8
https://www.artsy.net/artist/ghada-amer,282,10539,2.68%,5.5
https://www.artsy.net/artist/kiluanji-kia-henda,282,2958,9.53%,7.1
https://www.artsy.net/artist/makoto-fujimura,281,10492,2.68%,6.8
https://www.artsy.net/artist/victor-pasmore,281,7720,3.64%,6.1
https://www.artsy.net/artist/leonardo-drew,281,6181,4.55%,6.8
https://www.artsy.net/artist/amy-cutler,280,3710,7.55%,4.7
https://www.artsy.net/artist/ola-kolehmainen,280,2354,11.89%,7.1
https://www.artsy.net/artist/joe-black,280,3639,7.69%,14
https://www.artsy.net/artist/anthony-hunter,280,935,29.95%,6.0
https://www.artsy.net/artist/georges-de-la-tour,280,16427,1.7%,5.9
https://www.artsy.net/artist/yaacov-agam,279,15785,1.77%,7.9
https://www.artsy.net/artist/janine-antoni,278,11528,2.41%,6.1
https://www.artsy.net/artist/joel-peter-witkin,278,27037,1.03%,7.0
https://www.artsy.net/artist/jen-stark,278,10730,2.59%,6.7
https://www.artsy.net/artist/stanley-william-hayter,278,7028,3.96%,5.8
https://www.artsy.net/artist/tomoo-gokita,278,3538,7.86%,3.7
https://www.artsy.net/artist/1010,278,3796,7.32%,9.9
https://www.artsy.net/artist/yung-jake,278,6294,4.42%,7.7
https://www.artsy.net/artist/on-kawara,277,17007,1.63%,6.7
https://www.artsy.net/artist/annie-cabigting,277,1706,16.24%,3.1
https://www.artsy.net/artist/frank-bowling,277,8846,3.13%,6.4
https://www.artsy.net/artist/mark-ryden,277,52796,0.52%,8.6
https://www.artsy.net/artist/jordan-casteel,277,7216,3.84%,7.1
https://www.artsy.net/artist/yang-fudong,276,3658,7.55%,4.9
https://www.artsy.net/artist/franz-ackermann,276,7063,3.91%,5.3
https://www.artsy.net/artist/jonone,274,5833,4.7%,5.4
https://www.artsy.net/artist/valerie-hegarty,274,6293,4.35%,5.0
https://www.artsy.net/artist/steve-driscoll,274,2858,9.59%,5.2
https://www.artsy.net/artist/william-dunlap,274,2819,9.72%,5.1
https://www.artsy.net/artist/per-kirkeby,274,10510,2.61%,6.6
https://www.artsy.net/artist/leonor-antunes,274,3113,8.8%,5.7
https://www.artsy.net/artist/alphonse-mucha,273,89412,0.31%,9.6
https://www.artsy.net/artist/william-anastasi,273,2943,9.28%,4.7
https://www.artsy.net/artist/katrin-fridriks,273,2852,9.57%,3.8
https://www.artsy.net/artist/kang-hyo-lee,273,2705,10.09%,6.1
https://www.artsy.net/artist/william-morris,273,12257,2.23%,8.6
https://www.artsy.net/artist/joan-jonas,272,11549,2.36%,6.1
https://www.artsy.net/artist/james-marshall-dalek,272,3095,8.79%,7.0
https://www.artsy.net/artist/chris-burden,272,16939,1.61%,6.9
https://www.artsy.net/artist/william-hogarth,272,30319,0.9%,8.2
https://www.artsy.net/artist/harry-callahan,272,17086,1.59%,7.0
https://www.artsy.net/artist/herakut,272,5736,4.74%,7.1
https://www.artsy.net/artist/cornelia-parker,272,8244,3.3%,11
https://www.artsy.net/artist/maya-hayuk,272,5893,4.62%,6.0
https://www.artsy.net/artist/dawoud-bey,272,9386,2.9%,6.6
https://www.artsy.net/artist/ross-bleckner,271,8259,3.28%,4.6
https://www.artsy.net/artist/elliott-puckette,271,1872,14.48%,2.7
https://www.artsy.net/artist/ilya-bolotowsky,271,6568,4.13%,3.4
https://www.artsy.net/artist/karel-martens,270,6708,4.03%,7.3
https://www.artsy.net/artist/mira-dancy,270,2721,9.92%,4.8
https://www.artsy.net/artist/anna-bjerger,270,3078,8.77%,5.9
https://www.artsy.net/artist/celeste-dupuy-spencer,270,4104,6.58%,4.8
https://www.artsy.net/artist/utagawa-kuniyoshi,270,20370,1.33%,7.1
https://www.artsy.net/artist/will-cotton,269,8603,3.13%,8.3
https://www.artsy.net/artist/frank-gehry,269,21790,1.23%,11
https://www.artsy.net/artist/jean-baptiste-camille-corot,269,40093,0.67%,6.9
https://www.artsy.net/artist/rb-kitaj,268,15548,1.72%,6.7
https://www.artsy.net/artist/r-kenton-nelson,268,4901,5.47%,6.9
https://www.artsy.net/artist/eric-zener,268,4413,6.07%,8.4
https://www.artsy.net/artist/trenton-doyle-hancock,268,6825,3.93%,5.6
https://www.artsy.net/artist/ivan-alifan,268,8178,3.28%,6.9
https://www.artsy.net/artist/taryn-simon,267,18055,1.48%,7.0
https://www.artsy.net/artist/bruce-conner,267,10720,2.49%,6.4
https://www.artsy.net/artist/huguette-caland,267,5531,4.83%,5.1
https://www.artsy.net/artist/kasper-sonne,267,1730,15.43%,11
https://www.artsy.net/artist/aliza-nisenbaum,267,3313,8.06%,4.3
https://www.artsy.net/artist/richard-pettibone,266,3315,8.02%,6.4
https://www.artsy.net/artist/eduardo-sarabia,266,1815,14.66%,3.5
https://www.artsy.net/artist/matteo-pugliese,266,4285,6.21%,5.6
https://www.artsy.net/artist/tomo-campbell,265,1162,22.81%,3.9
https://www.artsy.net/artist/saul-leiter,265,8290,3.2%,9.1
https://www.artsy.net/artist/zio-ziegler,265,5575,4.75%,6.3
https://www.artsy.net/artist/gottfried-helnwein,265,24744,1.07%,7.2
https://www.artsy.net/artist/josef-sudek,265,13499,1.96%,6.7
https://www.artsy.net/artist/isa-genzken,265,15691,1.69%,6.6
https://www.artsy.net/artist/fred-wilson,264,6320,4.18%,8.6
https://www.artsy.net/artist/glenn-brown,264,13993,1.89%,6.0
https://www.artsy.net/artist/anne-collier,264,5506,4.79%,5.9
https://www.artsy.net/artist/serge-marshennikov,264,6755,3.91%,7.4
https://www.artsy.net/artist/jeremy-geddes,264,11684,2.26%,6.1
https://www.artsy.net/artist/hurvin-anderson,264,9871,2.67%,8.4
https://www.artsy.net/artist/john-armleder,263,5477,4.8%,5.4
https://www.artsy.net/artist/florine-stettheimer,263,15008,1.75%,7.2
https://www.artsy.net/artist/philip-pearlstein,263,7766,3.39%,5.7
https://www.artsy.net/artist/uta-barth,263,11534,2.28%,6.8
https://www.artsy.net/artist/christian-rosa,263,5816,4.52%,5.9
https://www.artsy.net/artist/sylvie-fleury-2,263,4683,5.62%,5.0
https://www.artsy.net/artist/dorothea-lange,262,15754,1.66%,10
https://www.artsy.net/artist/max-hooper-schneider,262,1974,13.27%,4.5
https://www.artsy.net/artist/tetsuya-ishida,262,4581,5.72%,5.1
https://www.artsy.net/artist/rebecca-horn,261,16150,1.62%,8.0
https://www.artsy.net/artist/malick-sidibe,261,9005,2.9%,8.5
https://www.artsy.net/artist/gary-baseman,261,13061,2%,5.4
https://www.artsy.net/artist/chiho-aoshima,260,5073,5.13%,4.5
https://www.artsy.net/artist/pamela-rosenkranz,260,4481,5.8%,5.3
https://www.artsy.net/artist/camille-henrot,260,11317,2.3%,6.3
https://www.artsy.net/artist/philippe-pasqua,260,3982,6.53%,6.7
https://www.artsy.net/artist/nancy-graves,260,3738,6.96%,5.2
https://www.artsy.net/artist/bruno-walpoth,259,6124,4.23%,7.4
https://www.artsy.net/artist/steve-keene,259,3298,7.85%,7.1
https://www.artsy.net/artist/alexej-von-jawlensky,259,12788,2.03%,5.3
https://www.artsy.net/artist/amelia-pelaez,259,4153,6.24%,3.2
https://www.artsy.net/artist/anna-maria-maiolino,258,9924,2.6%,6.6
https://www.artsy.net/artist/adam-mcewen,257,2837,9.06%,5.1
https://www.artsy.net/artist/bill-henson,257,7939,3.24%,8.4
https://www.artsy.net/artist/donald-baechler,257,5280,4.87%,5.3
https://www.artsy.net/artist/bast,257,3461,7.43%,11
https://www.artsy.net/artist/vhils,257,8165,3.15%,7.1
https://www.artsy.net/artist/liu-xiaodong,256,5389,4.75%,4.3
https://www.artsy.net/artist/jacques-henri-lartigue,256,14576,1.76%,7.1
https://www.artsy.net/artist/chris-hood,256,3287,7.79%,5.1
https://www.artsy.net/artist/kees-van-dongen,256,14631,1.75%,5.7
https://www.artsy.net/artist/paul-mccarthy,255,38218,0.67%,8.1
https://www.artsy.net/artist/anthony-caro,255,12895,1.98%,7.5
https://www.artsy.net/artist/dale-lewis,254,3030,8.38%,4.7
https://www.artsy.net/artist/jeremy-lipking,254,10252,2.48%,6.7
https://www.artsy.net/artist/dora-budor,254,3177,7.99%,3.9
https://www.artsy.net/artist/sarah-cain,254,20862,1.22%,4.6
https://www.artsy.net/artist/alexandra-kehayoglou,254,3382,7.51%,6.6
https://www.artsy.net/artist/isabelle-menin,253,3538,7.15%,6.0
https://www.artsy.net/artist/gillian-ayres,253,6393,3.96%,6.8
https://www.artsy.net/artist/polly-apfelbaum,253,8087,3.13%,7.8
https://www.artsy.net/artist/mario-testino,253,14059,1.8%,10
https://www.artsy.net/artist/le-corbusier,253,18221,1.39%,13
https://www.artsy.net/artist/daniel-turner,252,4408,5.72%,4.3
https://www.artsy.net/artist/jannis-kounellis,252,10619,2.37%,6.6
https://www.artsy.net/artist/alex-prager,252,10912,2.31%,7.4
https://www.artsy.net/artist/victor-castillo,252,6421,3.92%,5.5
https://www.artsy.net/artist/firelei-baez-1,251,3142,7.99%,3.3
https://www.artsy.net/artist/julia-margaret-cameron,251,13398,1.87%,9.4
https://www.artsy.net/artist/robert-mars,251,4227,5.94%,6.8
https://www.artsy.net/artist/masami-teraoka,251,4370,5.74%,6.2
https://www.artsy.net/artist/arturo-herrera,251,6347,3.95%,6.3
