,Clicks,Impressions,inquiry_requests_count,bid_count,on_artsy,search_volume,artist_slug,domain,gallery_tier,lead_id,account_id,min_distance_to_art_city,partner_on_artsy
5370,,,0.0,0.0,1.0,1140.0,25,worrellgallery.com,,00QC000001ejTpIMAU,,3217.2964301211628,False
5372,26312.0,3184284.0,13696.0,1381.0,11.0,222900.0,13,wrpfineart.com,,00QC000001ehDPnMAM,,3217.2964301211628,False
5374,,,34.0,8.0,2.0,170.0,15,wurzelnundfluegel.org,,00QC000001eh8M4MAI,,251.77136454325606,False
5375,802.0,10479.0,41.0,0.0,1.0,3110.0,25,wurzeltod.ch,,00QC000001ejESDMA2,,48.84014729644109,False
5380,1356.0,152954.0,294.0,6.0,3.0,14150.0,25,wyecliffe.com,,00QC000001eh3twMAA,,28.03560549835026,False
5382,386.0,21518.0,307.0,5.0,1.0,2900.0,25,wykehamgallery.co.uk,,00QC000001k6fS2MAI,,3217.2964301211628,False
5383,,,0.0,0.0,1.0,140.0,12,wylandkeywest.com,,00QC000001k6jPNMAY,,4578.607613321448,False
5384,,,54.0,22.0,8.0,1560.0,24,wynicktuckgallery.ca,,00QC000001eh8itMAA,,3217.2964301211628,False
5387,,,8.0,2.0,2.0,390.0,13,xerxesart.com,,00QC000001eivW4MAI,,3217.2964301211628,False
5390,2340.0,1662673.0,2719.0,405.0,1.0,324820.0,24,xmoilpainting.com,,00QC000001ej8TyMAI,,47.217016501186066,False
5401,364.0,37377.0,419.0,27.0,4.0,5500.0,25,yellowkorner.com,,00QC000001YTCVKMA5,001C000001YHxseIAD,3217.2964301211628,False
5402,,,5.0,0.0,1.0,170.0,23,yesgalleryyes.com,,00QC000001ei9gaMAA,,3217.2964301211628,False
5406,362.0,19296.0,49.0,18.0,1.0,1000.0,25,yongkanglu-art.com,,00QC000001ej06yMAA,,267.80332949902044,False
5407,30255.0,2879117.0,9762.0,1175.0,17.0,162040.0,25,yoshiigallery.com,,,,3478.9645944733275,False
5416,,,30.0,0.0,1.0,350.0,16,z33.be,,00QC000001ejGDAMA2,,3217.2964301211628,False
5419,,,22.0,0.0,1.0,370.0,25,zacheta.art.pl,,00QC000001dvmFlMAI,,322.2141527915212,False
5424,304.0,11044.0,9.0,19.0,1.0,1300.0,7,zartdept.com,,00QC000001eic01MAA,,3217.2964301211628,False
5445,,,5.0,0.0,2.0,1600.0,8,zpc-galerie.cz,,00QC000001ehcLWMAY,,191.58761699072642,False
5448,23313.0,1493298.0,10580.0,1681.0,23.0,90410.0,25,zwirnerandwirth.com,,00QC000001ejbgcMAA,,3217.2964301211628,False
