,Clicks,Impressions,inquiry_requests_count,bid_count,on_artsy,search_volume,artist_slug,domain,gallery_tier,lead_id,account_id,min_distance_to_art_city,partner_on_artsy
4463,,,14.0,2.0,1.0,1300.0,25,schoonheimendevink.nl,,00QC000001k6jjlMAA,,3217.2964301211628,False
4471,,,24.0,2.0,1.0,2400.0,24,scotlandart.com,,00QC000001ejG0OMAU,,3217.2964301211628,False
4473,,,1.0,0.0,2.0,3360.0,22,scottjacobsongallery.com,,,,3479.804135075788,False
4476,345.0,16867.0,178.0,11.0,7.0,1300.0,24,scq.es,,00QC000001k6iziMAA,,652.6490830676465,False
4477,,,79.0,21.0,3.0,1380.0,25,screenspace.com,,00QC000001k6g87MAA,,3217.2964301211628,False
4482,2884.0,244001.0,1990.0,465.0,2.0,13170.0,25,sculptureforneworleans.org,,00QC000001ehEZFMA2,,3217.2964301211628,False
4484,462.0,75787.0,166.0,3.0,10.0,3900.0,25,scuolaromana.it,,00QC000001jLpMWMA0,,244.4254022738327,False
4485,462.0,75787.0,166.0,3.0,10.0,3900.0,25,scuolaromana.net,,00QC000001ehOHmMAM,,3217.2964301211628,False
4488,,,2.0,0.0,3.0,6600.0,25,seasideart.com,,00QC000001eib0LMAQ,,3217.2964301211628,False
4491,7407.0,1917644.0,4448.0,707.0,6.0,136380.0,25,seattleartresource.com,,00QC000001dvlUMMAY,,3217.2964301211628,False
4501,,,68.0,1.0,5.0,4190.0,22,self-taughtart.com,,00QC000001ejQDkMAM,,3339.743009858996,False
4510,1351.0,57352.0,2996.0,368.0,3.0,6530.0,25,sethjason.com,,00QC000001aF0V5MAK,001C000001W8O5GIAV,3217.2964301211628,False
4514,603.0,43836.0,77.0,35.0,2.0,14800.0,25,sfaglass.com,,,001C000001eebHtIAI,3217.2964301211628,False
4515,15526.0,725912.0,2816.0,160.0,10.0,63910.0,12,sfcamerawork.org,,00QC000001ejZJ6MAM,,4826.827730547817,False
4519,2113.0,119053.0,2020.0,228.0,8.0,12780.0,25,sfeir-semler.de,,00QC000001eizwFMAQ,,3217.2964301211628,False
4528,19012.0,1336368.0,2187.0,128.0,19.0,178020.0,27,shapirogallery.net,,,,3217.2964301211628,False
4533,5989.0,941520.0,591.0,35.0,8.0,70510.0,13,shepherdgallery.com,,00QC000001k6j0PMAQ,,3217.2964301211628,False
4537,,,3.0,2.0,1.0,3660.0,25,shiprocksantafe.com,,00QC000001dvGINMA2,001C000001Y54pUIAR,3217.2964301211628,False
4538,,,461.0,39.0,1.0,1750.0,14,shop-kaschenbach.de,,,,3217.2964301211628,False
4539,9072.0,2438014.0,3377.0,574.0,3.0,167510.0,23,shop.sabatier.cc,,00QC000001k6j0YMAQ,,3217.2964301211628,False
4540,465.0,17246.0,200.0,4.0,2.0,1510.0,5,shopgoldenage.com,,00QC000001ehXG9MAM,,3217.2964301211628,False
4548,270.0,2721.0,217.0,8.0,4.0,1060.0,25,sideeffectsgallery.com,,00QC000001ejFB8MAM,,3217.2964301211628,False
4549,14644.0,2377128.0,8391.0,604.0,1.0,172770.0,25,siennafineart.com,,00QC000001k6rlQMAQ,,3217.2964301211628,False
4556,,,0.0,0.0,1.0,320.0,25,silvermineart.org,,00QC000001XiZedMAF,,3217.2964301211628,False
4559,,,69.0,12.0,2.0,430.0,25,simfineart.com,,,001C000001Y53TzIAJ,6.649926640230174,False
4568,,,0.0,0.0,1.0,480.0,25,simultanhalle.de,,00QC000001ejQNuMAM,,3217.2964301211628,False
4570,386.0,21518.0,307.0,5.0,2.0,2900.0,25,singingsoulgallery.co.uk,,00QC000001k6j3mMAA,,3217.2964301211628,False
4571,9666.0,2460352.0,3608.0,615.0,4.0,168280.0,26,sinklar.se,,00QC000001eiPc9MAE,,597.9820075624181,False
4573,2673.0,134484.0,291.0,90.0,7.0,50830.0,25,siouxcityartcenter.org,,00QC000001k6gZdMAI,,4266.7446913826525,False
4574,5415.0,462553.0,1394.0,340.0,3.0,20820.0,25,sirharaldart.nl,,00QC000001eibrYMAQ,,3217.2964301211628,False
4579,,,3.0,0.0,1.0,4680.0,25,sjica.org,,00QC000001ej7WNMAY,,3217.2964301211628,False
4581,,,152.0,10.0,9.0,560.0,25,sjostromantik.se,,,001C000001Y54O0IAJ,3217.2964301211628,False
4584,14644.0,2377128.0,8391.0,604.0,1.0,165000.0,8,skema5.com,,00QC000001eizx3MAA,,3217.2964301211628,False
4591,12523.0,2816939.0,4260.0,788.0,3.0,182410.0,26,slaymakerfineartltd.com,,,,3217.2964301211628,False
4598,,,19.0,15.0,2.0,3760.0,24,smartartgalleries.com,,00QC000001eio4aMAA,,3217.2964301211628,False
4599,369.0,6099.0,113.0,0.0,2.0,1720.0,24,smartmuseum.uchicago.edu,,00QC000001k6gi2MAA,,3973.6141296357987,False
4601,,,16.0,0.0,1.0,1880.0,4,smfa.edu,,00QC000001dvlrtMAA,,3295.4152992414975,False
4607,311.0,24230.0,1635.0,147.0,3.0,1600.0,25,smudajescheck.com,,,,3217.2964301211628,False
4608,,,32.0,1.0,1.0,320.0,20,smythgalleries.co.nz,,00QC000001eivW3MAI,,3217.2964301211628,False
4612,6241.0,101050.0,826.0,18.0,5.0,22400.0,12,soardi.fr,,00QC000001k6j47MAA,,3217.2964301211628,False
4616,9072.0,2438014.0,3362.0,574.0,2.0,167400.0,18,sofiagaspar.com,,00QC000001ejAvuMAE,,0.0019361611087814743,False
4618,,,0.0,0.0,1.0,880.0,25,sohogalleries.net,,00QC000001eiYByMAM,,4575.721018598023,False
4621,8769.0,894694.0,3161.0,170.0,10.0,111720.0,25,solomonfimafineart.com,,00QC000001eiXXAMA2,,5146.201867537624,False
4630,,,57.0,11.0,3.0,320.0,25,soobinart.com.sg,,00QC000001eiFGmMAM,,1285.671835083832,False
4637,595.0,36094.0,185.0,26.0,10.0,6050.0,21,soufergallery.com,,00QC000001dvjq6MAA,,3217.2964301211628,False
4638,428.0,24678.0,527.0,17.0,2.0,2810.0,11,sourcephotographica.com.au,,00QC000001eiPzmMAE,,4601.701272179322,False
4640,,,44.0,0.0,1.0,90.0,24,south.pyoart.com,,,,3217.2964301211628,False
4648,35246.0,3735520.0,21878.0,2499.0,10.0,302030.0,24,spagonline.com.au,,00QC000001k6j4eMAA,,3217.2964301211628,False
4649,,,1.0,1.0,3.0,29000.0,25,spaightwoodgalleries.com,,00QC000001ehOnKMAU,,3217.2964301211628,False
4651,6937.0,528233.0,3560.0,809.0,14.0,33360.0,25,spaniermanmodern.com,,00QC000001ehX3QMAU,,3217.2964301211628,False
4654,,,23.0,2.0,2.0,170.0,20,spaziolavit.com,,00QC000001eh8bxMAA,001C000001X4juoIAB,3217.2964301211628,False
4659,,,187.0,20.0,2.0,1390.0,25,spielvogel-galerie.de,,00QC000001dvmdYMAQ,,189.49160064792724,False
4662,14644.0,2377128.0,8563.0,617.0,3.0,165000.0,7,spiralemilano.com,,,,3217.2964301211628,False
4663,,,0.0,0.0,1.0,1300.0,25,spiritwrestler.com,,00QC000001ei8qxMAA,,3217.2964301211628,False
4673,12486.0,4575562.0,3418.0,486.0,5.0,361900.0,9,srbrennengalleries.com,,00QC000001eiPtGMAU,,3217.2964301211628,False
4677,,,20.0,0.0,1.0,260.0,17,stadtgalerieschwaz.at,,00QC000001ehRNiMAM,,134.80313861296645,False
4680,14457.0,1786511.0,5508.0,922.0,5.0,69900.0,24,staffordsgallery.co.uk,,00QC000001dvoqaMAA,,13.215132513894526,False
4681,,,7.0,1.0,1.0,720.0,24,staithesgallery.co.uk,,00QC000001k6j51MAA,,216.3278319905901,False
4682,42410.0,8194570.0,19640.0,2891.0,14.0,574080.0,20,stakenborgfineart.com,,00QC000001k6gMVMAY,,3217.2964301211628,False
4684,23117.0,3924595.0,7940.0,1554.0,17.0,265200.0,26,stamparte.com,,,,3217.2964301211628,False
4689,,,0.0,0.0,1.0,250.0,25,stateoftheartgallery.org,,00QC000001k6gesMAA,,3217.2964301211628,False
4697,345.0,16867.0,109.0,12.0,3.0,2150.0,24,stella-a.de,,00QC000001k6j5EMAQ,,0.6192181530765023,False
4698,,,179.0,10.0,4.0,410.0,15,stellalohausgallery.com,,00QC000001ehW7HMAU,,3217.2964301211628,False
4700,6222.0,103052.0,424.0,18.0,3.0,9660.0,9,steltman.com,,00QC000001ehNDZMA2,,4957.930442954525,False
4704,2111.0,92837.0,606.0,47.0,8.0,14910.0,25,stephencohengallery.com,,00QC000001ei8BYMAY,,3217.2964301211628,False
4708,26099.0,2965195.0,13981.0,1460.0,18.0,244570.0,24,sternarts.com,,00QC000001k6g93MAA,,3217.2964301211628,False
4709,,,0.0,0.0,1.0,3290.0,10,stevemartinfineart.com,,00QC000001XibZTMAZ,,4451.713122289264,False
4714,,,0.0,0.0,1.0,210.0,25,stewartgalleries.com,,,,5252.819195306268,False
4716,,,0.0,1.0,1.0,520.0,22,stewartkummergallery.com,,00QC000001k6ghvMAA,,4738.9161215772,False
4719,1018.0,26939.0,124.0,10.0,4.0,2830.0,25,stiftelsen314.com,,00QC000001ehcAnMAI,,625.5290278641708,False
4721,,,164.0,1.0,2.0,2640.0,25,stilll.be,,00QC000001eiwrvMAA,001C000001Rv4QZIAZ,185.24382712522814,False
4723,9072.0,2438014.0,3387.0,579.0,3.0,169410.0,26,stips.nl,,00QC000001k6g95MAA,,3217.2964301211628,False
4724,,,31.0,2.0,1.0,320.0,23,stir-art.com,,00QC000001eiMoWMAU,,3217.2964301211628,False
4725,319.0,4477.0,57.0,0.0,4.0,140.0,25,stjudesgallery.co.uk,,00QC000001k6j5LMAQ,,3217.2964301211628,False
4732,,,18.0,0.0,2.0,1400.0,25,store.kargesfineartgallery.com,,00QC000001k6j5RMAQ,,3217.2964301211628,False
4734,253.0,6393.0,69.0,2.0,2.0,110.0,25,storeyg2.org.uk,,00QC000001ehV5nMAE,,4.332515699429134,False
4738,,,122.0,14.0,5.0,580.0,24,streettmarburg.co.uk,,,001C000001Y53n2IAB,3217.2964301211628,False
4740,1088.0,50346.0,1684.0,301.0,4.0,2400.0,15,stripart.com,,00QC000001ehNA7MAM,,2.5367667347371894,False
4744,19828.0,713117.0,3257.0,399.0,15.0,64100.0,18,stuartcollection.ucsd.edu,,00QC000001k6gLBMAY,,3217.2964301211628,False
4746,3298.0,327128.0,4792.0,490.0,2.0,19100.0,25,studio106artgallery.org,,00QC000001ehc89MAA,,13.150548218895691,False
4749,,,2.0,8.0,1.0,390.0,25,studio34-artspace.tumblr.com,,00QC000001ehIOaMAM,,3483.3807789182556,False
4752,,,7.0,0.0,1.0,2540.0,25,studioart.org.in,,00QC000001eiXpiMAE,,268.8506774519773,False
4771,25499.0,5874365.0,9554.0,1691.0,17.0,392720.0,26,suiha.co.jp,,00QC000001k6j60MAA,,3217.2964301211628,False
4772,307.0,13695.0,20.0,0.0,1.0,1000.0,6,suipachagaleria.com.ar,,00QC000001k6j61MAA,,3217.2964301211628,False
4775,1693.0,63374.0,138.0,8.0,3.0,4700.0,25,sumarrialunn.com,,00QC000001ej680MAA,,3217.2964301211628,False
4776,,,5.0,7.0,1.0,590.0,22,summerhousegallery.co.uk,,00QC000001ehc6xMAA,,3217.2964301211628,False
4779,14323.0,1356630.0,6425.0,1461.0,11.0,90940.0,25,sundook.com,,00QC000001ehINnMAM,,3217.2964301211628,False
4782,,,0.0,1.0,1.0,880.0,9,superchiefgallery.com,,,,5164.50244867476,False
4792,6529.0,470679.0,3152.0,614.0,11.0,32900.0,25,susannehilberrygallery.com,,00QC000001dvjCJMAY,,3771.7719651323177,False
4799,2913.0,576004.0,224.0,58.0,8.0,53620.0,25,suttonsbaygalleries.com,,00QC000001k6gQNMAY,,3217.2964301211628,False
4802,,,0.0,0.0,1.0,650.0,20,swansonreedgallery.com,,,,4068.147919609088,False
4805,,,46.0,4.0,1.0,4400.0,25,syarthouse.com.au,,00QC000001eiPgJMAU,,3217.2964301211628,False
4806,17987.0,3172496.0,7644.0,1365.0,19.0,224740.0,26,sylvesterfineart.co.uk,,00QC000001einzvMAA,,3217.2964301211628,False
4815,311.0,24230.0,1168.0,147.0,1.0,1600.0,25,taimei-g.com,,00QC000001eiuIAMAY,,3217.2964301211628,False
4820,,,27.0,1.0,1.0,460.0,16,talesthergallery.com,,00QC000001k6j9mMAA,,3217.2964301211628,False
4821,,,0.0,0.0,2.0,1250.0,25,talismanfineart.com,,00QC000001eibtZMAQ,,13.150548218895691,False
4822,321.0,10601.0,175.0,3.0,3.0,260.0,12,tallerdelprado.com,,00QC000001k6g9OMAQ,,654.2694301463689,False
4838,3697.0,784698.0,680.0,95.0,4.0,27930.0,26,taosfineart.com,,00QC000001k6jA0MAI,,3217.2964301211628,False
4839,,,18.0,0.0,4.0,2290.0,25,taosfounders.com,,,,3217.2964301211628,False
4850,,,0.0,0.0,2.0,390.0,23,taylorgallery.com,,00QC000001ei853MAA,,14.939873361009221,False
4855,306.0,17212.0,291.0,5.0,1.0,1900.0,25,tcataos.org,,,,3217.2964301211628,False
4864,10379.0,857005.0,8529.0,1211.0,15.0,59500.0,24,terraingallery.org,,00QC000001k6jAOMAY,,3483.379126855143,False
4865,,,29.0,0.0,1.0,3360.0,16,tetuhi.org.nz,,00QC000001k6fesMAA,,3217.2964301211628,False
4869,,,46.0,4.0,1.0,4400.0,17,tgartgallery.co.uk,,00QC000001ei9dgMAA,,58.73654402383646,False
4870,,,56.0,0.0,2.0,210.0,25,thaler-originalgrafik.de,,00QC000001k6jAXMAY,,3217.2964301211628,False
4873,,,26.0,0.0,1.0,4300.0,25,thbrennenfineart.com,,,,3217.2964301211628,False
4874,,,0.0,0.0,1.0,1140.0,25,the-mews.org,,00QC000001k6fFcMAI,,3217.2964301211628,False
4881,5737.0,180195.0,1466.0,58.0,4.0,12190.0,8,theartgalleries.tcu.edu,,,001C000001USdRaIAL,3217.2964301211628,False
4884,3289.0,104872.0,836.0,118.0,4.0,14780.0,8,theartreserve.com,,00QC000001ejIJAMA2,,5164.50244867476,False
4892,3826.0,289042.0,3544.0,1443.0,10.0,32280.0,16,thebelt.org,,,,3773.324616487318,False
4905,580.0,10889.0,316.0,12.0,3.0,2880.0,13,thedongallery.com,,00QC000001eikmxMAA,,3217.2964301211628,False
4910,490.0,36212.0,40.0,0.0,1.0,8100.0,22,thefineartcenter.org,,,,3938.027091190403,False
4915,,,3.0,0.0,1.0,1300.0,14,thegalleryeumundi.com.au,,00QC000001dvDaMMAU,001C000001X4jlUIAR,3217.2964301211628,False
4916,,,0.0,1.0,2.0,1560.0,25,theglassgallery.com,,00QC000001k6g8DMAQ,,3217.2964301211628,False
4926,,,0.0,0.0,1.0,170.0,25,thelabgallery.com,,00QC000001k6jBtMAI,,3483.379126855143,False
4928,,,6.0,1.0,1.0,1300.0,25,thelegacyltd.com,,00QC000001k6jBuMAI,,3217.2964301211628,False
4931,743.0,67033.0,47.0,6.0,1.0,21400.0,25,themahlerfineart.com,,00QC000001eio8DMAQ,,3896.450863200266,False
4942,272.0,8244.0,159.0,23.0,5.0,1670.0,25,themultiplestore.org,,00QC000001XiZU6MAN,,3217.2964301211628,False
4949,,,0.0,0.0,1.0,1270.0,25,theparkergallery.com,,00QC000001aF0kUMAS,,3217.2964301211628,False
4950,,,72.0,6.0,5.0,470.0,25,theparlourbushwick.com,,00QC000001k6jFJMAY,,3217.2964301211628,False
4953,571.0,7353.0,93.0,0.0,1.0,110.0,11,thepoolnewyorkcity.com,,00QC000001ehXshMAE,,3217.2964301211628,False
4957,,,126.0,12.0,2.0,310.0,25,thereinstitute.com,,00QC000001ehV7HMAU,,4509.942081777291,False
4958,,,0.0,1.0,1.0,1140.0,25,therockwellproject.co.uk,,00QC000001k6jFaMAI,,13.150548218895691,False
4959,,,1.0,10.0,1.0,34460.0,25,theromanigallery.weebly.com,,00QC000001eiFMLMA2,,3217.2964301211628,False
4960,650.0,44190.0,312.0,25.0,1.0,15700.0,8,thesedaysla.com,,00QC000001k6feZMAQ,,3217.2964301211628,False
4963,2381.0,264976.0,366.0,38.0,8.0,21840.0,25,thessa-herold.com,,00QC000001ei8XWMAY,,3217.2964301211628,False
4964,,,24.0,1.0,5.0,170.0,25,thestourgallery.co.uk,,00QC000001eiMljMAE,,3217.2964301211628,False
4968,,,172.0,0.0,1.0,1560.0,15,theupperstation.com,,00QC000001k6jFiMAI,,8.062595734889264,False
4971,8911.0,616760.0,4129.0,70.0,10.0,56820.0,16,thewegallery.com,,,,3769.3463804983307,False
4972,31800.0,3686421.0,22580.0,2789.0,16.0,256110.0,25,thewhitehousegallery.co.za,,,,3217.2964301211628,False
4973,6814.0,383007.0,5800.0,1807.0,15.0,96200.0,23,thewynwoodwalls.com,,00QC000001ejTlfMAE,,3217.2964301211628,False
4984,,,11.0,0.0,1.0,700.0,21,thomasleegallery.com,,00QC000001ejSwDMAU,,3217.2964301211628,False
4995,253.0,18221.0,371.0,144.0,5.0,16700.0,19,thorens-gallery.com,,00QC000001ehRQ3MAM,,0.4900825272055604,False
4998,,,27.0,1.0,1.0,480.0,12,thronesgallery.com,,00QC000001ejRYUMA2,,3971.0256779244687,False
5004,447.0,21367.0,115.0,22.0,2.0,5690.0,16,tildenfoleygallery.com,,00QC000001k6gjqMAA,,3217.2964301211628,False
5009,402.0,5925.0,9.0,1.0,3.0,1120.0,25,timolsengallery.com,,00QC000001eh3vnMAA,,3217.2964301211628,False
5017,366.0,10880.0,421.0,15.0,8.0,2480.0,17,tjerk-wiegersma.com,,00QC000001eitsvMAA,,163.92858112274203,False
5027,363.0,6600.0,128.0,55.0,1.0,170.0,25,tompkinsprojects.com,,00QC000001k6fSIMAY,,3217.2964301211628,False
5033,622.0,63223.0,416.0,6.0,5.0,5760.0,25,topographiedelart.fr,,00QC000001k6jGMMAY,,0.2407961257088681,False
5036,259.0,4153.0,11.0,0.0,5.0,1070.0,25,tornaartgallery.com,,,,4454.506852467834,False
5039,,,18.0,2.0,1.0,300.0,26,toryfolliard.com,,00QC000001jLymKMAS,,3217.2964301211628,False
5040,,,49.0,18.0,1.0,1000.0,16,townleygallery.com,,00QC000001eiFEbMAM,,3217.2964301211628,False
5048,,,8.0,0.0,1.0,2880.0,20,traversee.com,,00QC000001k6jGfMAI,,3217.2964301211628,False
5053,,,20.0,6.0,1.0,140.0,8,trecinque.it,,00QC000001eiWa4MAE,,211.52325831687983,False
5056,5901.0,525198.0,2836.0,48.0,1.0,49500.0,2,trezza.com,,,,3217.2964301211628,False
5060,7334.0,193224.0,1310.0,50.0,9.0,22230.0,16,trillium-graphics.com,,00QC000001ejTn7MAE,,3217.2964301211628,False
5061,592.0,29064.0,336.0,22.0,3.0,2040.0,10,trilogyantiques.com,,,001C000001Y54q8IAB,3217.2964301211628,False
5071,332.0,11213.0,17.0,0.0,1.0,2550.0,34,trottergalleries.com,,00QC000001ejQFRMA2,,3217.2964301211628,False
5078,,,4.0,1.0,1.0,320.0,8,tulipsandroses.lt,,00QC000001eivjgMAA,,147.9407405140922,False
5080,273.0,12257.0,3.0,0.0,1.0,4900.0,24,tulliehouse.co.uk,,00QC000001ehcFiMAI,,3217.2964301211628,False
5084,9072.0,2438014.0,3394.0,575.0,3.0,168630.0,26,tvhgallery.com,,00QC000001eijKnMAI,,3217.2964301211628,False
5085,,,6.0,2.0,2.0,140.0,24,twelvegatesarts.org,,00QC000001dvpO2MAI,,3217.2964301211628,False
5086,,,1.0,2.0,1.0,910.0,25,twentieth.net,,,,5158.450921799451,False
5094,,,8.0,1.0,1.0,260.0,4,ubartgalleries.org,,,,3217.2964301211628,False
5099,,,129.0,7.0,7.0,390.0,25,ulissegallery.com,,00QC000001ej03zMAA,,3217.2964301211628,False
5114,278.0,11528.0,44.0,7.0,4.0,5390.0,25,uprising-art.com,,,,3217.2964301211628,False
5119,,,16.0,14.0,4.0,890.0,25,usblu.es,,00QC000001ej5ciMAA,,3480.1296295638067,False
5122,10548.0,1429051.0,2872.0,611.0,7.0,50590.0,25,utopiaretromodern.com,,00QC000001ejBSLMA2,,522.9729103702821,False
5125,13259.0,2550638.0,6491.0,1420.0,5.0,151400.0,6,uwm.edu,,00QC000001k6gq5MAA,,3927.6185237584154,False
5127,,,69.0,2.0,3.0,4610.0,25,va-gallery.com,,00QC000001ejGdKMAU,,3217.2964301211628,False
5129,26524.0,3297038.0,17306.0,1504.0,14.0,196040.0,25,valentinamoncada.com,,00QC000001ehEHpMAM,,3217.2964301211628,False
5130,,,0.0,0.0,1.0,340.0,20,valentinarte.com,,00QC000001dvnd5MAA,,140.34683431478146,False
5134,779.0,86863.0,800.0,28.0,11.0,3630.0,25,vallardi.org,,00QC000001ejf72MAA,,3217.2964301211628,False
5136,,,0.0,0.0,1.0,5880.0,25,vallejogallery.com,,00QC000001dvA2JMAU,001C000001Y54EIIAZ,3217.2964301211628,False
5141,1419.0,53481.0,1407.0,89.0,3.0,4470.0,25,valzuela.com,,00QC000001k6jL6MAI,,654.5574209969118,False
5151,,,0.0,0.0,1.0,29950.0,25,vareikafinearts.com,,00QC000001ejYuhMAE,,3339.882695100463,False
5153,841.0,67720.0,87.0,2.0,4.0,3340.0,22,vasse.com,,00QC000001ehWeyMAE,,3217.2964301211628,False
5154,4497.0,308508.0,3219.0,597.0,3.0,19060.0,20,vault17.com,,00QC000001ejZeiMAE,,210.79079762027087,False
5163,12513.0,577841.0,7337.0,663.0,15.0,52370.0,25,vera-list-art-project.myshopify.com,,,,3217.2964301211628,False
5165,955.0,61774.0,1477.0,34.0,6.0,780.0,18,veramunro.de,,,,160.12068297769176,False
5166,,,6.0,0.0,1.0,320.0,7,veraschuhmacherfineart.co.uk,,00QC000001ehVUKMA2,,3217.2964301211628,False
5168,248.0,4357.0,0.0,0.0,1.0,2180.0,17,vergolderei-beuster.de,,00QC000001eiMmbMAE,,3217.2964301211628,False
5175,603.0,43836.0,63.0,35.0,1.0,14910.0,25,vetriglass.com,,00QC000001dvnRnMAI,,3217.2964301211628,False
5180,,,462.0,9.0,3.0,7900.0,11,victoriagal.org.uk,,00QC000001eiCQeMAM,,3217.2964301211628,False
5187,999.0,37339.0,201.0,10.0,8.0,103300.0,21,vilcek.org,,00QC000001ehashMAA,,3217.2964301211628,False
5188,2021.0,99385.0,505.0,34.0,5.0,8900.0,15,villa-merkel.de,,00QC000001k6jLiMAI,,113.68838638758824,False
5189,,,0.0,0.0,1.0,210.0,25,villagegalleriesmaui.com,,00QC000001k6jLkMAI,,4509.942081777291,False
5191,,,208.0,1.0,1.0,320.0,25,villapaleottiisolani.it,,,,3217.2964301211628,False
5194,,,3.0,0.0,1.0,1940.0,25,viningsgallery.com,,00QC000001k6jLpMAI,,3217.2964301211628,False
5195,9260.0,813394.0,4789.0,694.0,5.0,55520.0,19,vintageobjects.com,,,001C000001Y54qOIAR,3217.2964301211628,False
5196,3640.0,240531.0,1507.0,44.0,8.0,32950.0,18,vintageraremodern.com,,00QC000001ZhhK4MAJ,001C000001UnVL2IAN,3217.2964301211628,False
5202,,,19.0,1.0,1.0,390.0,6,visittowersquare.com,,00QC000001k6jLtMAI,,3217.2964301211628,False
5205,1318.0,159475.0,1287.0,46.0,1.0,8100.0,25,visualartuk.com,,00QC000001k6gEcMAI,,13.150548218895691,False
5215,,,24.0,15.0,4.0,6020.0,7,voglhofer.at,,00QC000001dvodBMAQ,,3217.2964301211628,False
5218,594.0,22338.0,241.0,41.0,1.0,880.0,25,voigtfineart.dk,,,,287.53043810189007,False
5228,17087.0,3228767.0,5633.0,1137.0,7.0,201370.0,31,walentowski-galerien.de,,00QC000001ehO11MAE,,3217.2964301211628,False
5233,,,18.0,16.0,2.0,5350.0,21,wallflowersgallery.com,,00QC000001k6jM9MAI,,3217.2964301211628,False
5234,,,47.0,0.0,1.0,14800.0,25,wallofsoundgallery.com,,00QC000001eiiM4MAI,,3217.2964301211628,False
5237,,,14.0,2.0,1.0,1300.0,14,wallstrassengalerie.de,,00QC000001ej057MAA,,3217.2964301211628,False
5250,741.0,34562.0,556.0,45.0,9.0,3090.0,25,wassermanngalerie.de,,00QC000001ej60pMAA,,3217.2964301211628,False
5253,,,1.0,8.0,1.0,170.0,24,waterlooarts.org,,00QC000001k6fZBMAY,,3749.7465633397037,False
5255,,,8.0,0.0,2.0,180.0,19,watermillcenter.org,,,001C000001W8QAwIAN,3217.2964301211628,False
5260,4270.0,263414.0,1665.0,134.0,4.0,12580.0,25,wcis.mdc.edu,,,,3217.2964301211628,False
5267,2458.0,31447.0,242.0,0.0,2.0,2010.0,25,wedgecuratorialprojects.org,,00QC000001eh3gjMAA,,3572.2440098256234,False
5268,467.0,19501.0,330.0,37.0,3.0,700.0,15,wefers-paramente.de,,00QC000001k6fRKMAY,,157.3792183773302,False
5270,5791.0,2041598.0,3617.0,619.0,2.0,126680.0,25,weiglkunst.de,,00QC000001ejeTpMAI,,157.3792183773302,False
5280,9459.0,2492400.0,3409.0,580.0,3.0,183780.0,26,wentworthgallery.com,,00QC000001eiCXBMA2,,3691.541717527729,False
5281,2008.0,39581.0,879.0,136.0,5.0,5110.0,14,wer2-studio.com,,00QC000001k6ggRMAQ,,3483.379126855143,False
5284,,,0.0,12.0,1.0,2220.0,25,westbeth.org,,00QC000001XiZm9MAF,,3217.2964301211628,False
5289,465.0,17246.0,170.0,4.0,1.0,1300.0,9,westfaelischer-kunstverein.de,,00QC000001ehVJRMA2,,3217.2964301211628,False
5291,653.0,24071.0,246.0,27.0,8.0,6550.0,19,westlondonprojects.org,,00QC000001ehNMRMA2,,16.183867135862457,False
5292,,,6.0,0.0,1.0,260.0,24,westminstergallery.co,,00QC000001ehcJ2MAI,,187.66556384563805,False
5297,686.0,81175.0,680.0,130.0,2.0,7560.0,25,wewerkagalerie.de,,00QC000001k6jMrMAI,,3217.2964301211628,False
5298,,,15.0,0.0,1.0,370.0,18,wexfordartscentre.ie,,00QC000001eiX5aMAE,,3217.2964301211628,False
5300,324.0,5242.0,114.0,9.0,4.0,2830.0,25,whataboutart.net,,00QC000001dvo5YMAQ,,655.8649978316926,False
5303,2089.0,69486.0,1448.0,143.0,9.0,9700.0,25,white-flag-projects.org,,00QC000001k6gF1MAI,,3217.2964301211628,False
5308,,,0.0,1.0,1.0,2400.0,18,whitecrossgallery.com,,00QC000001k6jMyMAI,,3217.2964301211628,False
5312,8596.0,501077.0,864.0,130.0,3.0,18820.0,25,whiterabbitcollection.org,,00QC000001eim49MAA,,3217.2964301211628,False
5317,,,48.0,0.0,2.0,210.0,24,whitewallpartners.com,,,,16.441307695026495,False
5319,,,0.0,0.0,1.0,5320.0,11,whitfieldfineart.com,,00QC000001ejahOMAQ,,3217.2964301211628,False
5323,,,217.0,7.0,4.0,1680.0,25,wienlukatsch.de,,00QC000001ei875MAA,,2.003086417901946,False
5324,,,7.0,8.0,1.0,90.0,25,wildhorsegallery.com,,,,4733.592384539763,False
5329,,,227.0,3.0,1.0,2500.0,19,willer.co.uk,,00QC000001k6jNEMAY,,15.900164154326443,False
5350,17542.0,3296693.0,6179.0,1030.0,16.0,223600.0,26,winterberg-art.com,,00QC000001dvEu2MAE,,183.21332244391954,False
5351,19693.0,3712542.0,7162.0,1067.0,17.0,264090.0,26,winterberg-kunst.de,,00QC000001k6jNUMAY,,136.4805776481009,False
5357,5070.0,28630.0,1.0,10.0,2.0,790.0,23,wmgallery.com,,,,3525.869703416608,False
5361,,,24.0,2.0,1.0,2400.0,20,woodengallery.com,,00QC000001eiFRHMA2,,3763.4742614081356,False
5362,1340.0,70267.0,211.0,0.0,1.0,5010.0,25,woodstreetgalleries.org,,00QC000001eiyjPMAQ,,3217.2964301211628,False
5364,1007.0,26372.0,85.0,0.0,2.0,2500.0,23,woom.co.uk,,,,112.24723390445467,False
